Time= 1.0
 1,  580
 2,  580
 3,  580
 4,  580
 5,  580
 6,  580
 7,  580
 8,  580
 9,  580
10,  580
11,  580
12,  580
13,  580
14,  580
15,  580
16,  580
17,  580
18,  580
19,  580
20,  580
21,  580
22,  580
23,  580
24,  580
25,  580
26,  580
27,  580
28,  580
29,  580
30,  580
31,  580
32,  580
33,  580
34,  580
35,  580
36,  580
37,  580
38,  580
39,  580
40,  580
41,  580
42,  580
43,  580
44,  580
45,  580
46,  580
47,  580
48,  580
49,  580
50,  580
51,  580
52,  580
53,  580
54,  580
55,  580
56,  580
57,  580
58,  580
59,  580
60,  580
61,  580
62,  580
63,  580
64,  580
65,  580
66,  580
67,  580
68,  580
69,  580
70,  580
71,  580
72,  580
73,  580
74,  580
75,  580
76,  580
77,  580
78,  580
79,  580
80,  580
81,  580
82,  580
83,  580
84,  580
85,  580
86,  580
87,  580
88,  580
89,  580
90,  580
91,  580
92,  580
93,  580
94,  580
95,  580
96,  580
97,  580
98,  580
99,  580
Time= 100001.0
 1,  500
 2,  500
 3,  500
 4,  500
 5,  500
 6,  500
 7,  500
 8,  500
 9,  500
10,  500
11,  500
12,  500
13,  500
14,  500
15,  500
16,  500
17,  500
18,  500
19,  500
20,  500
21,  500
22,  500
23,  500
24,  500
25,  500
26,  500
27,  500
28,  500
29,  500
30,  500
31,  500
32,  500
33,  500
34,  500
35,  500
36,  500
37,  500
38,  500
39,  500
40,  500
41,  500
42,  500
43,  500
44,  500
45,  500
46,  500
47,  500
48,  500
49,  500
50,  500
51,  500
52,  500
53,  500
54,  500
55,  500
56,  500
57,  500
58,  500
59,  500
60,  500
61,  500
62,  500
63,  500
64,  500
65,  500
66,  500
67,  500
68,  500
69,  500
70,  500
71,  500
72,  500
73,  500
74,  500
75,  500
76,  500
77,  500
78,  500
79,  500
80,  500
81,  500
82,  500
83,  500
84,  500
85,  500
86,  500
87,  500
88,  500
89,  500
90,  500
91,  500
92,  500
93,  500
94,  500
95,  500
96,  500
97,  500
98,  500
99,  500
